SMILES,Mutagenicity
Clc1ccc(Cl)c(Cl)c1Cl,non-mutagenic
OC(=O)C1=CN(c2ccc(F)cc2)c3cc(N4CCNCC4)c(F)cc3C1=O,non-mutagenic
CCOP(=S)(OCC)SCSCC,non-mutagenic
COC(C)(C)CC(=O)C,non-mutagenic
CC(\C=C(/C#N)\c1ccc(Cl)c(Cl)c1)C(C(C#N)c2ccc(Cl)c(Cl)c2)c3ccccc3,mutagenic
c1ccc(cc1)c2ccccc2c3ccccc3,non-mutagenic
OC(=O)c1cccc(Cl)c1Cl,non-mutagenic
Clc1ccc(CC#N)cc1,non-mutagenic
CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,non-mutagenic
NN(Cc1ccccc1)Cc2ccccc2,non-mutagenic
CC(C)C(=O)\N=C\1/SN(C(=O)C(C)C)c2ccc(cc12)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc2NC(=O)C(=O)c2c1,mutagenic
Oc1oc2ccccc2n1,non-mutagenic
CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,non-mutagenic
NC(CSC(=C(Cl)Cl)Cl)C(=O)O,mutagenic
[O-][N+](=O)c1ccc2c3CCCCc3c4c(ccc5ccc1c2c45)[N+](=O)[O-],mutagenic
NC(=S)Nc1cccc2ccccc12,mutagenic
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]34C)O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]8O)[C@@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)N2C1,non-mutagenic
CN(C)Nc1nc(cs1)c2oc(cc2)[N+](=O)[O-],mutagenic
CCCCCCCCC=C,non-mutagenic
Nc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,mutagenic
OC(=O)c1ccc(Cl)cc1,non-mutagenic
COc1ccc(CN(C)N=O)cc1,non-mutagenic
CCc1cc(ccn1)C(=S)N,non-mutagenic
[O-][N+](=O)c1ccc(cc1)c2ccc(cc2)[N+](=O)[O-],mutagenic
CC1(CCC2(C)C(C1)C(=O)CC3C4(C)CCCC23OC4=O)C=C,non-mutagenic
Cl[C@@H](Br)C#N,mutagenic
OC(=O)C(=C(C(Cl)Cl)C(Cl)Cl)Cl,mutagenic
COc1ccc(cc1)c2noc(CC(=O)O)c2c3ccc(OC)cc3,non-mutagenic
[O-][N+](=O)c1ccc2[C@H]3O[C@H]3c4cccc5ccc1c2c45,mutagenic
C[C@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCNCCCNC(=N)CC7CCC(Cl)CC7,mutagenic
Cc1c2[C@H]3N[C@H]3c4ccccc4c2cc5ccccc15,mutagenic
OCCN1CC1,mutagenic
Nc1ccc(N)c(c1)[N+](=O)[O-],mutagenic
FC(Cl)(Cl)Cl,non-mutagenic
Cc1cccc2ncccc12,mutagenic
COC(=O)\C(=C/CO)\C=C(/C)\C=C(/C)\C=C\C=C(/C)\C(=O)C12OC1C(O)(CCO)NC2=O,mutagenic
C(Oc1ccccc1)[C@H]2CO2,mutagenic
Cc1cc(c(C)c2c3cc(O)ccc3[nH]c12)[N+](=O)[O-],mutagenic
CCN1CCOCC1,mutagenic
COC1=CC(=O)c2c(nc(C)c3c4c[nH]ccc4nc23)C1=O,mutagenic
O=C1NC(=O)c2ccccc12,non-mutagenic
OCNC(=O)c1ccc(Cl)cc1,non-mutagenic
Cc1cc2CCCc2c3ccc4C(O)C(O)C=Cc4c13,mutagenic
C[C@H](COc1ccccc1)N(CCCl)Cc2ccccc2,mutagenic
COC(=O)C1=C(C(C)OC1=O)c2ccccc2,non-mutagenic
FC(F)(F)CCl,non-mutagenic
Nc1ccc(cc1)c2ccc(Cl)cc2,mutagenic
CC(=O)OCc1c2ccccc2c3ccc4cccc5ccc1c3c45,mutagenic
CN(C)C(=N)N(C)C,non-mutagenic
[O-][N+](=O)c1ccc2C(=O)NNC(=O)c2c1,mutagenic
O=C1c2ccc3nc(sc3c2C(=O)c4ccc5nc(sc5c14)c6ccccc6)c7ccccc7,non-mutagenic
CC1(C)CC2C=C(C=O)C3(CC3(C)C2C1)C=O,mutagenic
Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4ccccc4,mutagenic
OCC1OC(CC1O)N2C=CC(=O)NC2=O,non-mutagenic
Nc1cc(CCO)c(N)c(c1)[N+](=O)[O-],mutagenic
Cc1ccccc1C(=O)N,non-mutagenic
OC(=O)c1c[n+]([O-])c2ccccc2[n+]1[O-],mutagenic
COC(=O)C1=C(C)C(OC1=O)C(C)C,mutagenic
CC(=O)CC(C)(C)O,non-mutagenic
Nc1ccc(cc1C(=O)O)S(=O)(=O)O,non-mutagenic
Cc1c2c3cccc4cccc(c2c(C)c5ccccc15)c34,mutagenic
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H]([C@@H](C[C@@H](O[C@H]3O[C@H](C)[C@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)O,non-mutagenic
[O-][N+](=O)c1ccc(Sc2ccccc2)cc1,mutagenic
Cc1c(N)cc(cc1[N+](=O)[O-])[N+](=O)[O-],mutagenic
ClCC(Cl)C(=C)Cl,mutagenic
CCOC(=O)N(CC)N=O,mutagenic
Cc1cc(C(=O)O)c2ncccc2c1,non-mutagenic
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,non-mutagenic
OCCN(CCO)CCO,non-mutagenic
Cc1ccc(O)cc1O[P@](=O)(Oc2ccc(O)cc2C)Oc3c(C)cccc3O,non-mutagenic
NC(=O)CBr,non-mutagenic
CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,mutagenic
CC1(C)N(Cl)C(=O)N(Cl)C1=O,non-mutagenic
OC[C@H]1CC[C@H](O1)n2cnc3c(O)ncnc23,mutagenic
OC(=O)c1ccc(\C=C\C(=O)CCC#N)cc1,non-mutagenic
Cc1cc2ccccc2c3ccc4C(=O)CCc4c13,mutagenic
ClC(=O)c1cccc(Cl)c1,mutagenic
CC1COc2c3N1C=C(C(=O)O)C(=O)c3cc(F)c2C4(N)CC4,non-mutagenic
CC(C)OC(=O)C(=C)C,non-mutagenic
OC(=O)c1ccc(O)cc1O,non-mutagenic
Nc1ccc(F)cc1,mutagenic
CCOCCOC(=O)C,mutagenic
CC(C)(Br)C(=O)Nc1ccccc1,non-mutagenic
Nn1c2ccccc2c3cnccc13,mutagenic
C1CC2(CCO1)CO2,mutagenic
Nc1nc(cs1)c2ccccc2,mutagenic
CC(Br)C(Br)CCl,mutagenic
CC(C)NCC(O)COc1ccccc1OCC=C,non-mutagenic
Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,non-mutagenic
ClC(Cl)C(Cl)Cl,non-mutagenic
CCCOc1ccc(N)cc1N,mutagenic
Cc1ccccc1[N+](=O)[O-],non-mutagenic
Nc1ccc(Cl)cc1,mutagenic
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,non-mutagenic
Cc1cc2ccccc2c3cc4C(O)C(O)C=Cc4cc13,mutagenic
CC(=O)NO,mutagenic
CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,non-mutagenic
C1=Cc2cc3cccc4ccc5ccc1c2c5c34,mutagenic
COc1c2ccoc2nc3cc(O)ccc13,non-mutagenic
[O-][N+](=O)c1ccc(\C=C\c2cccc(Cl)c2)cc1,mutagenic
CSCCl,mutagenic
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,non-mutagenic
Nc1ccc(NOS(=O)(=O)O)cc1Cl,mutagenic
Cc1ccc(NO)cc1C,mutagenic
Cc1cc(C)c2ccc3ccccc3c2c1,mutagenic
ONC(=O)Cc1cn(cn1)N=O,mutagenic
N\C(=C(\N)/C#N)\C#N,non-mutagenic
CS(=O)(=O)OC[C@@H](O)[C@H](O)COS(=O)(=O)C,mutagenic
OC(=O)\C=C\c1c[nH]cn1,non-mutagenic
OCC1OC(CC1O)N2C=C(Br)C(=O)NC2=O,non-mutagenic
Nc1cc(c(N)cc1F)[N+](=O)[O-],mutagenic
CC(=O)Nc1ccc(cc1)C(=O)[C@@H]2O[C@H]2c3ccccc3,mutagenic
C1CC[C@@H]2CCCC[C@H]2C1,non-mutagenic
Cc1ccc2c(ccc3c4ccccc4ccc23)c1,mutagenic
Cc1c(\C=N\OCc2ccc(Cl)cc2Cl)c3cc(ccc3n1Cc4ccc(Cl)cc4)[N+](=O)[O-],non-mutagenic
CCN(CCC#N)c1cc(NC(=O)C)c(cc1OC)n2nc3c(Br)cc(N)c(Cl)c3n2,mutagenic
COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,non-mutagenic
Nc1cc(Cl)cc(Cl)c1O,non-mutagenic
O[C@@H]1C=Cc2c(ccc3c2ccc4ccc(O)cc34)[C@H]1O,mutagenic
Cc1c(cc(c(N)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],mutagenic
OC1CCC(O)(CN(CC(=O)O)N=O)C(O)C1O,non-mutagenic
Clc1nncc2cnccc12,non-mutagenic
COC(=O)c1oc(c(c2ccccc2)c1c3ccccc3)[N+](=O)[O-],mutagenic
Nc1cccc2cc3ccccc3cc12,mutagenic
CSCC(N)C(=O)O,non-mutagenic
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,mutagenic
C[C@@H](O)C(=O)C,non-mutagenic
CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CCC6(C)C5CCC4(C)C3C2C,non-mutagenic
OC(=O)c1cccc(c1)C(=O)O,non-mutagenic
CC(C)C1C(C)C(C)(C)c2cc(C)c(cc12)C(=O)C,non-mutagenic
N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,mutagenic
COc1c2ccoc2nc3cc4OCOc4cc13,mutagenic
C1=Cc2c3ccccc3cc4cccc1c24,mutagenic
CCCCC(=O)N1N=CC(=C(Cl)C1=O)Cl,non-mutagenic
[O-][N+](=O)\C=C\c1oc(cc1)[N+](=O)[O-],mutagenic
CCCCC(=O)\N=C\1/SN(C(=O)CCCC)c2ccc(cc12)[N+](=O)[O-],mutagenic
COc1cc(N)c(C)cc1N,non-mutagenic
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,non-mutagenic
CC(=O)Nc1cccc(C)c1,non-mutagenic
COc1nncc2cnccc12,non-mutagenic
Cn1cnc2c(N)ncnc12,mutagenic
CN(C)c1ccc2nc(C)c(C)nc2c1C,mutagenic
[O-][N+](=O)c1cc2c3ccccc3sc2c4ccccc14,mutagenic
CCCc1cc2ccccc2c3ccc4C(O)C(O)C5OC5c4c13,non-mutagenic
OCCc1ccccc1[N+](=O)[O-],mutagenic
Cc1ccc(cc1)\C(=C/CN2CCCC2)\c3ccccn3,non-mutagenic
CC(C)C(=O)Nc1snc2cc(Cl)ccc12,non-mutagenic
C[C@H]1CN1,mutagenic
Oc1ccnc2ccccc12,non-mutagenic
[O-][N+](=O)c1ccc2c3c1cccc3c4cccc5ccc(c2c45)[N+](=O)[O-],mutagenic
N[C@@H](CCC(=O)N[C@@H](CS\C(=C(\Cl)/C(=C(Cl)Cl)Cl)\Cl)C(=O)NCC(=O)O)C(=O)O,mutagenic
CC(=O)Nc1ccc(cc1)S(=O)(=O)N,non-mutagenic
CC(=O)Nc1snc2c(Cl)cc(Cl)cc12,non-mutagenic
Oc1cccc2ccc3[nH]c4ccc5ccccc5c4c3c12,non-mutagenic
CC(C)CCC[C@@H](C)[C@@H]1CC[C@@H]2\C(=C/C=C/3\C(CC[C@@H](C3)O)=C)\CCC[C@@]12C,non-mutagenic
CCOCCOCC,mutagenic
[O-][N+](=O)c1oc(\C=C\C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-])cc1,mutagenic
CCCCCC(O)\C=C\C=O,non-mutagenic
CNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,mutagenic
CCOc1ccc(NO)cc1,mutagenic
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(C1CCCCC1)c2ccccc2,non-mutagenic
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,non-mutagenic
O=C(OC[C@H]1CO1)[C@H]2CCCC[C@@H]2C(=O)OC[C@H]3CO3,mutagenic
O=C1C(=O)c2cccc3cccc1c23,mutagenic
CC(C)C(O)(C(C)O)C(=O)OCC1CCN2CCCC12,non-mutagenic
c1ccc2nc3ccccc3cc2c1,mutagenic
OC1C(O)c2c(ccc3ccccc23)c4ccccc14,non-mutagenic
[O-][N+](=O)c1ccc2N(S\C(=N/C(=O)CCCl)\c2c1)C(=O)CCCl,mutagenic
Nc1ncnc2c1ncn2C(c3ccccc3)(c4ccccc4)c5ccccc5,mutagenic
Nc1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1,mutagenic
OCNc1ncnc2c1ncn2C3OC(CO)C(O)C3O,mutagenic
CNC[C@@H](O)c1cccc(O)c1,non-mutagenic
NC(CSC(F)(F)C(Cl)Cl)C(=O)O,non-mutagenic
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,non-mutagenic
COc1ccc2[nH]c(N)nc2c1,non-mutagenic
CCC1C(=C(C)c2cc(O)ccc12)c3ccc(O)cc3,non-mutagenic
[O-][N+](=O)c1ccc(cc1)c2ccccc2,mutagenic
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3C(=O)c4c(O)ccc(O)c4Oc3c1,mutagenic
CC1=C2C(O)C(C)(C)C=C2C(=O)C(C)(O)C13CC3,mutagenic
NC(CCS\C(=C\Cl)\Cl)C(=O)O,mutagenic
CCOC(=O)C[n+]1csc2ccccc12,non-mutagenic
[O-][n+]1c2ccc3ccccc3c2cc4c5ccccc5ccc14,non-mutagenic
CCOC(=O)OCC,non-mutagenic
NCCc1c[nH]c2ccc(O)cc12,non-mutagenic
CN1[C@@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@@H](CO)c4ccccc4,non-mutagenic
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(CC3CCCCC3)C(O)C(O)C4CC4,non-mutagenic
O=NN1CCCN(CC1)N=O,mutagenic
[O-][N+](=O)c1cccc2c3cc4cccc5ccc6ccc(c12)c3c6c45,mutagenic
CN(C)c1ccc(\C=C\c2ccc(cc2)[N+](=O)[O-])cc1,mutagenic
OC(=O)C(=O)Nc1cccc(c1)c2nn[nH]n2,non-mutagenic
Oc1cccc2Oc3c4C5CCOC5Oc4cc(O)c3C(=O)c12,non-mutagenic
COc1ccccc1NC(=O)c2csc(c2)[N+](=O)[O-],mutagenic
C1=Cc2c3ccc4ccccc4c3cc5cccc1c25,mutagenic
OC(=O)c1oc(cc1)[N+](=O)[O-],mutagenic
C1O[C@H]1c2ccccc2,mutagenic
CN(C)CCCNc1c2ccccc2nc3ccccc13,mutagenic
CC1CN(CC(C)O1)N=O,mutagenic
[O-][N+](=O)c1cc(c(c2ccccc2)c(c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
[O-][n+]1cccc2ccccc12,non-mutagenic
C1=Cc2c3ccccc3cc4cc5ccccc5c1c24,mutagenic
FC(F)(Cl)C(F)(F)Cl,non-mutagenic
CC(C)(O)C1Cc2cc3C=CC(=O)Oc3cc2O1,mutagenic
[O-][N+](=O)c1ccc2nscc2c1,mutagenic
CCCCCCCCCCCC(=O)N(CCO)CCO,non-mutagenic
Fc1cc(F)c2ncccc2c1,mutagenic
NC(=N)c1cc2ccc(Br)cc2[nH]1,non-mutagenic
CCNc1cccc(O)c1,mutagenic
C[C@@H]1CCc2c1cc(C)c3c2ccc4ccccc34,mutagenic
COc1cccc2c1OC3(C)OOC23C,mutagenic
CN(C)CCCNc1c2ccccc2nc3c(cccc13)[N+](=O)[O-],mutagenic
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,mutagenic
Cn1c(NO)nc2c3cccnc3ccc12,mutagenic
Oc1ccc2ccccc2n1,non-mutagenic
Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34,mutagenic
Cc1ccc(N)c(O)c1,mutagenic
Nc1[nH]cnc2ncnc12,mutagenic
Cc1ccc(N)c(N)c1,mutagenic
O1[C@@H]2[C@H]1c3cc4c(ccc5ccccc45)cc3c6ccccc26,mutagenic
C=CC(=O)OCCCCOC(=O)C=C,non-mutagenic
CC(C)(C)OOC1(C)C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C,non-mutagenic
O[C@H](C=C)c1ccc2OCOc2c1,non-mutagenic
CCN(CCCl)CCCNc1c2ccccc2nc3c1ccc4cccnc34,mutagenic
CC(=O)ON(C(=O)C)c1ccccc1C,non-mutagenic
OCP(CO)(CO)CO,non-mutagenic
CC1CCC2C(C)C3C(CC4C5CC=C6CC(CCC6(C)C5CCC34C)OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)N2C1,non-mutagenic
COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc7CCN(C)[C@@H](Cc8ccc(Oc1c2)cc8)c57)cc34,mutagenic
NC(=O)NCC(=O)O,non-mutagenic
CNCCO,non-mutagenic
CCN(CC)S(=O)(=O)c1ccc(N)cc1,non-mutagenic
CC[N+]([O-])(CC)CCn1nc2c3ccc(Cl)cc3Sc4c(CO)ccc1c24,mutagenic
COc1cc(\C=C/C)ccc1O,non-mutagenic
CCN(N)CC,non-mutagenic
OC1C(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)OC(C(O)C1O)C(=O)O,non-mutagenic
O=S1(=O)CCCCO1,mutagenic
CC1(N(O)c2ccccc2/C/1=N\c3ccccc3)c4ccccc4,non-mutagenic
OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,non-mutagenic
S(Sc1nc2ccccc2s1)c3nc4ccccc4s3,mutagenic
C[C@H]1C[C@H](OC(=O)C)O[C@H](C)O1,mutagenic
ClC(=C1OC(=O)C=C1)Cl,mutagenic
CC(C)NCC(O)c1ccc(O)c(O)c1,non-mutagenic
[O-][N+](=O)c1ccc(Cl)c(Cl)c1Cl,mutagenic
ClC(=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)Cl,non-mutagenic
CCSCC[C@H](N)C(=O)O,non-mutagenic
C1Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H]6O[C@H]16,mutagenic
COC1OC(=O)C(=C1C(Cl)Cl)Cl,mutagenic
ClC1CCN(CC1)N=O,mutagenic
Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],mutagenic
ONc1[nH]cnc2ncnc12,mutagenic
CCOC(=O)c1ccccc1C(=O)OCC,non-mutagenic
CN(C)CCCNc1c2ccccc2nc3c(Cl)ccc(c13)[N+](=O)[O-],mutagenic
c1ccc2c(c1)cc3ccc4cccc5ncc2c3c45,mutagenic
Nc1nc(N)nc(Cl)n1,non-mutagenic
Nc1cccc2ccccc12,mutagenic
[O-][N+](=O)c1ccc2c(Cc3cccc(c23)[N+](=O)[O-])c1,mutagenic
ClC(=O)OCc1ccccc1,non-mutagenic
COC1=C(OC)C(=O)C(=CC1=O)C,non-mutagenic
Nc1c2ccccc2nc3ccc(Br)cc13,mutagenic
COc1ccc2C3CCC4(C)C(CCC4(O)C#C)C3CCc2c1,non-mutagenic
[O-][N+](=O)c1cc2c3ccccc3c4cccc(c1)c24,mutagenic
[O-][N+](=O)C1CCCC1,mutagenic
CC(C)c1ccc2c(ccc3c(C)cccc23)c1,non-mutagenic
CNC(=O)ON(C(=O)C)C(=O)NC,mutagenic
C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,non-mutagenic
Oc1ncc(N(CCCl)CCCl)c(O)n1,mutagenic
CCCCCCCCCCCCCO,non-mutagenic
NNc1nncc2ccncc12,mutagenic
CC(C)COC(=O)Cc1ccccc1,non-mutagenic
CCCCCCCCCCCl,non-mutagenic
[O-][N+](=O)c1ccc2c(c1)[nH]c3ccccc23,mutagenic
CC(C)(C)c1ccc(OP2OCC3(COP(Oc4ccc(cc4C(C)(C)C)C(C)(C)C)OC3)CO2)c(c1)C(C)(C)C,non-mutagenic
Clc1ccc(cc1Cl)N2C(=O)CCC2=O,non-mutagenic
CC(=O)Cl,non-mutagenic
Clc1cccnc1Cl,mutagenic
OCCNc1ccc(cc1[N+](=O)[O-])N(CCO)CCO,mutagenic
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,mutagenic
COc1ccc2c(OC)c3ccoc3nc2c1,mutagenic
COP(=O)(SC)SC,non-mutagenic
COCCOCCO,non-mutagenic
Nc1cc2ccccc2cc1N,mutagenic
Oc1ccc2c3C(C4OC4C(=O)c13)C5(O)CCC(=O)c6c(O)ccc2c56,mutagenic
CCOP(=O)(C#N)N(C)C,non-mutagenic
CC(C)(C)c1ccc(cc1)c2ccc(NO)cc2,mutagenic
O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,non-mutagenic
OC[C@H]1CO1,mutagenic
NC(=O)c1ccccc1[N+](=O)[O-],mutagenic
OC(CN=N#N)CN=N#N,mutagenic
COCCN(CCOC)c1cc(NC(=O)C)c(cc1OC)n2nc3c(Br)cc(N)c(Cl)c3n2,mutagenic
[O-][N+](=O)c1ccc2cc(c3ccc(cc3c2c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
FC(F)(F)c1ccc(CCl)cc1,non-mutagenic
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,non-mutagenic
OC1C=Cc2c(ccc3ccccc23)C1O,mutagenic
Clc1c2ccccc2cc3c1ccc4ccccc34,mutagenic
COc1cccc(\C=C\c2ccc(cc2)[N+](=O)[O-])c1,mutagenic
CC(\C=C(\C#N)/c1ccc(Br)cc1)C(C(C#N)c2ccc(Br)cc2)c3ccccc3,non-mutagenic
Cn1c(nc2ccccc12)[N+](=O)[O-],mutagenic
BrC[C@H]1CO1,mutagenic
CCN(C(=O)CCCCl)c1snc2ccccc12,non-mutagenic
CSCNc1ccccc1,mutagenic
[O-][N+](=O)c1cc2cccc3c4ccccc4c5cccc1c5c23,mutagenic
ClCCOC(=O)Cl,non-mutagenic
CC(C)C(=O)Nc1snc2ccccc12,non-mutagenic
CC(=O)OCc1ccccc1[N+](=O)[O-],non-mutagenic
CN(C)N=Nc1ccccc1,mutagenic
CC(=O)Nc1nnc(s1)c2oc(cc2)[N+](=O)[O-],mutagenic
O=C(C1OC1c2ccc(cc2)c3ccccc3)c4ccccc4,non-mutagenic
Oc1ccc(N=Nc2ccc(cc2)[N+](=O)[O-])c(O)c1,non-mutagenic
CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,non-mutagenic
Oc1ccc2ccc3ccc(c4c5ccccc5c1c2c34)[N+](=O)[O-],mutagenic
NC(Cc1ccc(O)cc1)C(=O)O,non-mutagenic
COC(=O)C(CSCCBr)NC(=O)C,mutagenic
BrCC(=O)c1ccc(cc1)c2ccccc2,mutagenic
CC(=O)CC(=O)Nc1ccc(O)cc1,non-mutagenic
O=C1c2ccccc2c3ccc4ccc5ccccc5c4c13,non-mutagenic
COC(=O)\C(=C\C)\C=C(/C)\C=C(/C)\C=C\C=C(/C)\C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O,mutagenic
CC(=O)N1CNC(=O)N(C(=O)C)C1=O,non-mutagenic
CC1CCCC(C)N1CCCC(O)(c2ccccc2)c3ccccn3,non-mutagenic
OCCN(CCO)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+](=O)[O-],mutagenic
Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,non-mutagenic
CCCCCCCCCCCCCC=C,non-mutagenic
Cc1cccc2cccc(c12)[N+](=O)[O-],mutagenic
NC(=S)NNC(=S)N,non-mutagenic
ONc1ccc(cc1)N=Nc2ccccc2,mutagenic
CC(C)(C)CCCCCC(=O)OC[C@H]1CO1,mutagenic
Nc1nc(O)c2[nH]nnc2n1,non-mutagenic
CCCCOc1ccc(cn1)N=Nc2ccc(cc2)N(CC)CC,mutagenic
CCCC(=O)Nc1snc2cc(Cl)ccc12,non-mutagenic
[O-][N+](=O)c1cccc(c1)S(=O)(=O)OC[C@H]2CO2,mutagenic
NC(CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O,non-mutagenic
OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,mutagenic
CCCCCC,non-mutagenic
[O-][N+](=O)c1cccc2nc3cccc(c3nc12)[N+](=O)[O-],mutagenic
ClCc1ccc2c3cccc4cccc(c2c1)c34,mutagenic
OCC(Cl)Cl,mutagenic
CCc1c2C3NC3c4ccccc4c2cc5ccccc15,mutagenic
CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,mutagenic
CC(=O)Nc1nc2c3cccnc3ccc2n1C,mutagenic
CC1=CC(=O)CC(C)(C)C1,non-mutagenic
N[C@@H](CCC(=O)O)C(=O)O,non-mutagenic
ClCCN(CCCl)P1(=O)OCCCN1CCCl,mutagenic
CC(=O)OCc1cocc2c(C=O)ccc12,mutagenic
CC(C)(Br)C(Br)CCl,non-mutagenic
Cc1ccccc1c2oc3ccccc3n2,non-mutagenic
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@H]5Oc1c2[C@]45CCN3C,non-mutagenic
CN(Cc1ccccc1)N=O,mutagenic
[O-][N+](=O)c1ccc2ccc3cccc4[C@H]5O[C@H]5c1c2c34,mutagenic
Nc1c(F)cc(cc1F)c2cc(F)c(N)c(F)c2,mutagenic
Cc1cc(C)cc(c1)N=Nc2c(O)ccc3ccccc23,non-mutagenic
Cc1cccc(C)c1NC(=O)CN2CCCC2=O,non-mutagenic
CC(=CCC[C@@](C)(O)C=C)C,non-mutagenic
CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,mutagenic
COc1ccc2nc3occc3c(OC)c2c1,mutagenic
CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,non-mutagenic
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,mutagenic
CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,mutagenic
C1Cc2c(ccc3cccnc23)C4OC14,non-mutagenic
[C-]#N,non-mutagenic
COc1c(c(C)c(cc1C(C)(C)C)[N+](=O)[O-])[N+](=O)[O-],non-mutagenic
Nc1ccc(N=Nc2ccc3cc(c(N=Nc4ccc(Nc5ccc(cc5S(=O)(=O)O)N=Nc6c(O)c7cc(ccc7cc6S(=O)(=O)O)N=Nc8ccc(N)cc8N)cc4)c(O)c3c2)S(=O)(=O)O)c(N)c1,mutagenic
